id_estudiante,año_lectivo,edad,genero,nacionalidad,zona_residencia,nivel,grado,tipo_escuela,veces_repitio_grado,sobre_edad,promedio_actual,promedio_anterior,materias_reprobadas,porcentaje_asistencia,tercil_socioeconomico,nivel_educacion_padres,trabaja_estudiante,estado_actual,desertor,probabilidad_desercion
E001716,2020,7,M,Panameña,Rural,Primaria,2,Oficial,0,0,3.07,3.03,0,77.6,1,Secundaria_Incompleta,0,Activo,0,0.0319
E001717,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,4.91,4.92,0,86.5,3,Universidad,0,Activo,0,0.0063
E001718,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,3.19,3.23,0,76.7,1,Secundaria_Incompleta,0,Activo,0,0.069
E001719,2020,20,F,Panameña,Urbana,Media,12,Oficial,0,3,3.02,2.87,0,64.9,1,Primaria_Completa,1,Desertor,1,0.4695
E001720,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,3.05,2.92,0,74.5,1,Secundaria_Completa,1,Desertor,1,0.097
E001721,2020,14,M,Panameña,Urbana,Premedia,9,Particular,0,0,2.88,2.69,2,62.4,1,Secundaria_Incompleta,1,Desertor,1,0.3654
E001722,2020,14,F,Panameña,Urbana,Premedia,7,Oficial,0,2,3.18,2.83,0,71.2,1,Secundaria_Incompleta,0,Desertor,1,0.1829
E001723,2020,10,M,Panameña,Rural,Primaria,5,Particular,0,0,3.53,3.25,0,82.6,2,Universidad,0,Activo,0,0.0145
E001724,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,0,0,4.24,4.28,0,88.4,2,Universidad,0,Activo,0,0.0065
E001725,2020,12,M,Panameña,Rural,Premedia,7,Oficial,0,0,4.42,3.89,0,89.9,2,Secundaria_Completa,0,Activo,0,0.0107
E001726,2020,12,F,Panameña,Urbana,Primaria,6,Oficial,0,1,3.07,3.16,0,71.1,1,Primaria_Completa,0,Desertor,1,0.0827
E001727,2020,17,F,Panameña,Urbana,Media,12,Oficial,2,0,1.91,2.26,3,59.5,1,Primaria_Completa,1,Desertor,1,0.9609
E001728,2020,17,M,Panameña,Rural,Premedia,9,Particular,0,3,3.3,3.72,2,56.1,1,Secundaria_Incompleta,1,Desertor,1,0.6885
E001729,2020,14,F,Panameña,Urbana,Premedia,9,Particular,3,0,2.53,2.27,0,89.5,2,Secundaria_Completa,0,Desertor,1,0.7975
E001730,2020,9,F,Panameña,Urbana,Primaria,3,Particular,0,1,4.08,3.84,3,78.4,1,Secundaria_Completa,0,Activo,0,0.0413
E001731,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,3.77,3.83,0,69.4,1,Secundaria_Incompleta,0,Activo,0,0.14
E001732,2020,17,F,Panameña,Rural,Media,12,Particular,0,0,4.43,4.53,0,75.1,3,Secundaria_Completa,1,Desertor,1,0.0756
E001733,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,2.56,3.01,0,82.6,1,Secundaria_Incompleta,0,Desertor,1,0.0391
E001734,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,3.3,2.88,0,85.3,2,Secundaria_Completa,0,Activo,0,0.0223
E001735,2020,11,M,Panameña,Urbana,Primaria,3,Oficial,0,3,3.97,4.2,0,77.9,1,Secundaria_Completa,0,Desertor,1,0.0507
E001736,2020,7,F,Panameña,Urbana,Primaria,2,Particular,0,0,4.74,4.96,0,98.6,3,Universidad,0,Activo,0,0.0015
E001737,2020,16,F,Panameña,Urbana,Media,11,Particular,0,0,4.92,5.0,0,82.7,3,Universidad,0,Activo,0,0.0272
E001738,2020,16,F,Panameña,Rural,Premedia,8,Oficial,0,3,3.67,3.61,0,68.7,2,Primaria_Completa,1,Activo,0,0.2468
E001739,2020,17,M,Panameña,Urbana,Media,12,Oficial,2,0,1.95,1.97,2,72.7,1,Primaria_Completa,0,Desertor,1,0.8079
E001740,2020,13,F,Panameña,Urbana,Premedia,8,Particular,0,0,3.66,3.24,0,84.7,2,Secundaria_Incompleta,0,Activo,0,0.0225
E001741,2020,12,F,Panameña,Urbana,Premedia,7,Particular,0,0,3.84,4.08,0,89.4,3,Universidad,0,Activo,0,0.0109
E001742,2020,15,F,Panameña,Rural,Media,10,Oficial,1,0,2.81,1.91,0,64.7,1,Secundaria_Incompleta,1,Desertor,1,0.3666
E001743,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,5.0,4.98,0,78.5,2,Secundaria_Incompleta,1,Desertor,1,0.0536
E001744,2020,9,M,Panameña,Rural,Primaria,4,Oficial,0,0,2.73,2.93,0,77.4,1,Primaria_Completa,0,Activo,0,0.0347
E001745,2020,14,M,Panameña,Rural,Premedia,7,Oficial,0,2,4.72,4.69,0,82.5,2,Secundaria_Completa,0,Desertor,1,0.038
E001746,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,3.11,2.66,1,55.6,1,Secundaria_Incompleta,1,Desertor,1,0.5316
E001747,2020,13,M,Panameña,Urbana,Primaria,5,Particular,2,3,2.2,1.8,1,53.9,1,Secundaria_Incompleta,1,Desertor,1,0.9635
E001748,2020,16,F,Panameña,Urbana,Media,11,Particular,0,0,2.72,2.83,3,52.7,1,Secundaria_Incompleta,1,Desertor,1,0.7373
E001749,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,4.16,3.86,0,66.1,1,Secundaria_Incompleta,1,Desertor,1,0.248
E001750,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,3.29,3.47,1,86.1,3,Secundaria_Incompleta,0,Desertor,1,0.0194
E001751,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,2.75,2.7,0,64.1,1,Secundaria_Completa,1,Desertor,1,0.2817
E001752,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,4.56,4.22,0,91.5,2,Universidad,0,Desertor,1,0.0087
E001753,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,3.94,3.39,0,86.1,3,Universidad,0,Activo,0,0.0212
E001754,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,4.06,3.95,3,60.6,1,Secundaria_Incompleta,1,Desertor,1,0.2411
E001755,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.37,3.58,0,66.4,1,Primaria_Incompleta,1,Desertor,1,0.3619
E001756,2020,8,M,Panameña,Urbana,Primaria,3,Particular,0,0,4.6,4.68,0,87.6,3,Secundaria_Completa,0,Activo,0,0.0059
E001757,2020,16,M,Panameña,Urbana,Media,10,Particular,0,1,3.25,3.83,0,68.6,1,Secundaria_Incompleta,0,Desertor,1,0.2473
E001758,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,2,0,1.5,1.37,0,61.9,1,Primaria_Completa,0,Desertor,1,0.83
E001759,2020,15,F,Panameña,Urbana,Premedia,8,Oficial,0,2,3.06,3.1,0,71.1,1,Primaria_Completa,0,Desertor,1,0.1874
E001760,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,4.45,4.93,0,83.6,2,Secundaria_Incompleta,0,Desertor,1,0.0111
E001761,2020,6,F,Panameña,Rural,Primaria,1,Oficial,0,0,3.65,3.63,0,74.0,1,Primaria_Completa,0,Desertor,1,0.0442
E001762,2020,16,M,Panameña,Urbana,Media,10,Oficial,0,1,2.76,2.98,0,68.3,1,Secundaria_Incompleta,0,Desertor,1,0.2672
E001763,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,0,0,3.45,3.54,0,79.9,1,Primaria_Completa,0,Activo,0,0.0231
E001764,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.98,3.37,0,66.5,1,Secundaria_Incompleta,1,Activo,0,0.2446
E001765,2020,13,M,Panameña,Rural,Premedia,8,Oficial,1,0,2.16,2.14,1,66.6,2,Secundaria_Completa,1,Desertor,1,0.2695
E001766,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,2.46,3.18,3,71.3,1,Primaria_Completa,0,Activo,0,0.1773
E001767,2020,15,M,Panameña,Urbana,Premedia,9,Oficial,1,1,2.77,2.19,0,58.7,1,Secundaria_Incompleta,1,Desertor,1,0.5274
E001768,2020,12,M,Panameña,Rural,Primaria,6,Oficial,0,1,4.83,4.32,0,81.5,2,Secundaria_Completa,0,Activo,0,0.0166
E001769,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,4.73,4.56,0,87.0,3,Universidad,0,Activo,0,0.0126
E001770,2020,10,M,Panameña,Rural,Primaria,5,Oficial,0,0,4.18,3.51,3,83.7,1,Primaria_Completa,0,Desertor,1,0.0177
E001771,2020,14,F,Panameña,Urbana,Premedia,9,Particular,1,0,2.82,1.9,0,85.5,2,Secundaria_Incompleta,0,Desertor,1,0.0278
E001772,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,4.78,4.52,0,81.7,3,Universidad,0,Activo,0,0.0115
E001773,2020,17,M,Panameña,Urbana,Media,11,Oficial,0,1,3.8,3.5,0,67.8,2,Secundaria_Incompleta,1,Desertor,1,0.237
E001774,2020,18,M,Panameña,Urbana,Media,12,Oficial,0,1,2.83,2.48,2,54.8,1,Secundaria_Incompleta,1,Desertor,1,0.7073
E001775,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.71,3.66,0,96.6,3,Universidad,0,Activo,0,0.0064
E001776,2020,13,M,Panameña,Rural,Premedia,8,Particular,2,0,2.7,2.22,0,77.6,1,Secundaria_Incompleta,0,Desertor,1,0.5576
E001777,2020,15,M,Panameña,Urbana,Premedia,7,Particular,1,3,3.44,2.48,0,61.8,1,Primaria_Completa,1,Desertor,1,0.5178
E001778,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,4.66,5.0,0,63.3,1,Secundaria_Incompleta,1,Desertor,1,0.2987
E001779,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,4.6,4.66,0,81.5,3,Secundaria_Completa,0,Activo,0,0.0121
E001780,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,4.79,4.62,0,68.2,2,Secundaria_Completa,1,Desertor,1,0.1313
E001781,2020,13,M,Panameña,Urbana,Premedia,7,Oficial,0,1,3.45,3.53,0,87.5,2,Secundaria_Completa,0,Activo,0,0.0208
E001782,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.77,4.47,1,82.4,1,Secundaria_Completa,0,Desertor,1,0.0482
E001783,2020,14,F,Panameña,Rural,Premedia,9,Oficial,0,0,4.29,3.72,0,80.5,3,Secundaria_Completa,0,Desertor,1,0.029
E001784,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,4.15,3.94,0,76.3,3,Universidad,0,Desertor,1,0.0484
E001785,2020,15,F,Panameña,Rural,Media,10,Oficial,0,0,4.4,5.0,1,94.2,3,Universidad,0,Activo,0,0.0083
E001786,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,3.04,3.09,3,63.8,1,Secundaria_Incompleta,1,Desertor,1,0.3437
E001787,2020,17,F,Panameña,Urbana,Media,10,Oficial,0,2,2.68,2.51,0,74.5,1,Secundaria_Incompleta,0,Desertor,1,0.1793
E001788,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,3.19,2.4,0,82.0,1,Secundaria_Incompleta,0,Activo,0,0.0378
E001789,2020,13,M,Panameña,Rural,Premedia,8,Oficial,0,0,3.19,3.52,0,95.4,2,Secundaria_Incompleta,0,Activo,0,0.0068
E001790,2020,15,M,Panameña,Urbana,Media,10,Oficial,2,0,1.65,2.01,0,75.7,2,Secundaria_Completa,0,Desertor,1,0.9641
E001791,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,2,0,1.72,1.04,1,69.2,1,Secundaria_Incompleta,0,Desertor,1,0.6836
E001792,2020,15,F,Panameña,Urbana,Premedia,7,Oficial,0,3,3.05,3.33,0,61.9,1,Universidad,1,Desertor,1,0.4859
E001793,2020,18,M,Panameña,Urbana,Media,11,Oficial,0,2,3.12,3.02,0,82.0,2,Secundaria_Incompleta,0,Activo,0,0.0672
E001794,2020,9,M,Panameña,Urbana,Primaria,3,Particular,1,1,2.25,2.26,2,51.4,1,Primaria_Completa,1,Desertor,1,0.6338
E001795,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,3.89,3.55,0,87.4,3,Secundaria_Completa,0,Activo,0,0.0183
E001796,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,4.53,4.63,1,88.9,3,Secundaria_Completa,0,Activo,0,0.0153
E001797,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,4.43,4.49,0,85.4,3,Universidad,0,Activo,0,0.0214
E001798,2020,6,M,Panameña,Urbana,Primaria,1,Particular,0,0,3.65,3.2,0,82.2,2,Secundaria_Incompleta,0,Activo,0,0.0149
E001799,2020,12,M,Panameña,Rural,Primaria,5,Oficial,0,2,4.9,5.0,0,86.9,3,Universidad,0,Activo,0,0.0094
E001800,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,4.11,4.52,0,79.1,2,Secundaria_Incompleta,1,Activo,0,0.0217
E001801,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,4.18,3.68,0,64.8,1,Secundaria_Incompleta,1,Desertor,1,0.2226
E001802,2020,11,M,Panameña,Rural,Primaria,3,Oficial,0,3,3.26,3.28,0,58.5,1,Secundaria_Completa,1,Desertor,1,0.401
E001803,2020,16,F,Panameña,Rural,Media,11,Oficial,0,0,3.06,2.65,0,65.7,1,Primaria_Completa,1,Desertor,1,0.2934
E001804,2020,15,F,Panameña,Rural,Media,10,Oficial,0,0,3.66,3.5,0,89.3,3,Secundaria_Completa,0,Activo,0,0.0153
E001805,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,4.35,4.75,0,82.6,2,Universidad,0,Activo,0,0.0344
E001806,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,4.21,4.2,0,86.6,3,Universidad,0,Activo,0,0.007
E001807,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,0,0,3.63,3.83,0,92.0,3,Universidad,0,Activo,0,0.004
E001808,2020,18,F,Panameña,Urbana,Media,12,Oficial,0,1,3.62,3.65,0,61.3,1,Primaria_Incompleta,1,Desertor,1,0.5554
E001809,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,4.46,4.89,0,90.4,2,Universidad,0,Activo,0,0.0101
E001810,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,3.4,3.04,0,53.7,1,Secundaria_Incompleta,1,Desertor,1,0.6229
E001811,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,0,0,4.15,4.68,0,72.2,1,Secundaria_Incompleta,0,Activo,0,0.0503
E001812,2020,15,F,Panameña,Urbana,Premedia,7,Oficial,0,3,2.68,4.11,0,65.7,1,Primaria_Completa,1,Desertor,1,0.3884
E001813,2020,19,F,Panameña,Rural,Media,11,Oficial,3,3,2.03,2.11,2,73.8,1,Primaria_Completa,0,Desertor,1,0.8937
E001814,2020,16,M,Panameña,Urbana,Premedia,8,Oficial,1,3,2.22,1.64,2,70.7,1,Primaria_Completa,0,Desertor,1,0.3352
E001815,2020,7,F,Panameña,Urbana,Primaria,2,Oficial,1,0,2.99,1.95,2,91.6,3,Universidad,0,Activo,0,0.0069
E001816,2020,10,F,Panameña,Urbana,Primaria,5,Oficial,0,0,4.22,4.53,0,89.5,2,Secundaria_Incompleta,0,Activo,0,0.0057
E001817,2020,7,M,Panameña,Urbana,Primaria,2,Particular,0,0,4.73,5.0,0,76.4,3,Secundaria_Completa,0,Activo,0,0.0217
E001818,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,3.94,4.16,2,93.2,3,Secundaria_Incompleta,0,Activo,0,0.0041
E001819,2020,11,M,Panameña,Rural,Primaria,5,Oficial,0,1,3.28,3.68,0,75.6,1,Primaria_Completa,0,Activo,0,0.0482
E001820,2020,15,F,Panameña,Rural,Media,10,Oficial,0,0,4.62,4.77,0,80.2,3,Universidad,0,Desertor,1,0.038
E001821,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,2,0,2.66,2.44,1,67.6,1,Primaria_Incompleta,0,Desertor,1,0.7801
E001822,2020,17,M,Panameña,Rural,Media,12,Oficial,0,0,2.16,1.62,3,55.5,1,Secundaria_Incompleta,1,Desertor,1,0.6883
E001823,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,3.44,4.1,0,71.6,2,Secundaria_Completa,0,Desertor,1,0.0528
E001824,2020,15,M,Panameña,Urbana,Premedia,9,Oficial,0,1,2.97,3.36,0,60.7,1,Secundaria_Completa,1,Desertor,1,0.4159
E001825,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,3.77,4.22,0,90.0,3,Universidad,0,Activo,0,0.005
E001826,2020,10,F,Panameña,Urbana,Primaria,2,Particular,0,3,2.14,2.1,0,70.6,1,Secundaria_Incompleta,0,Desertor,1,0.1476
E001827,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,0,0,2.13,2.15,1,69.6,1,Primaria_Completa,0,Activo,0,0.1
E001828,2020,9,F,Panameña,Urbana,Primaria,4,Oficial,0,0,4.61,4.42,0,87.8,2,Secundaria_Incompleta,0,Activo,0,0.0065
E001829,2020,14,M,Panameña,Urbana,Premedia,9,Oficial,0,0,2.14,3.11,0,67.5,1,Secundaria_Incompleta,0,Desertor,1,0.2107
E001830,2020,12,M,Panameña,Urbana,Premedia,7,Oficial,0,0,3.3,3.35,0,80.8,2,Secundaria_Incompleta,0,Desertor,1,0.0376
E001831,2020,19,M,Panameña,Urbana,Media,12,Oficial,1,2,2.19,1.72,1,60.3,1,Secundaria_Incompleta,0,Desertor,1,0.6325
E001832,2020,12,F,Panameña,Urbana,Primaria,6,Particular,0,1,2.5,2.53,0,72.9,2,Primaria_Completa,0,Activo,0,0.065
E001833,2020,17,M,Panameña,Urbana,Media,12,Particular,0,0,4.21,4.35,0,85.6,2,Secundaria_Incompleta,0,Desertor,1,0.0249
E001834,2020,9,F,Panameña,Rural,Primaria,4,Oficial,0,0,4.18,4.83,0,79.4,2,Secundaria_Completa,0,Activo,0,0.0191
E001835,2020,16,M,Panameña,Urbana,Media,11,Particular,0,0,4.01,4.53,0,61.1,1,Secundaria_Completa,1,Desertor,1,0.3823
E001836,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.77,3.15,0,91.8,2,Secundaria_Completa,0,Activo,0,0.0127
E001837,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,4.58,4.44,0,92.2,2,Secundaria_Completa,0,Activo,0,0.0039
E001838,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,4.68,4.52,1,91.5,2,Universidad,0,Activo,0,0.0095
E001839,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,3.73,4.1,0,76.2,1,Secundaria_Incompleta,0,Desertor,1,0.0673
E001840,2020,17,M,Panameña,Urbana,Media,12,Oficial,0,0,2.3,1.94,0,66.8,1,Primaria_Completa,0,Desertor,1,0.2739
E001841,2020,11,M,Panameña,Urbana,Primaria,4,Oficial,0,2,2.24,2.78,1,80.7,1,Secundaria_Completa,0,Activo,0,0.0426
E001842,2020,6,F,Panameña,Urbana,Primaria,1,Oficial,0,0,3.16,3.01,0,76.6,1,Secundaria_Incompleta,0,Activo,0,0.0355
E001843,2020,14,F,Panameña,Urbana,Premedia,9,Oficial,0,0,3.94,2.9,0,78.5,3,Secundaria_Completa,0,Activo,0,0.0387
E001844,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,3.67,3.6,0,88.3,3,Secundaria_Completa,0,Activo,0,0.0063
E001845,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,3.88,3.69,0,89.9,2,Secundaria_Completa,0,Activo,0,0.0057
E001846,2020,15,F,Panameña,Urbana,Premedia,8,Oficial,0,2,3.4,3.35,0,77.6,2,Secundaria_Completa,1,Activo,0,0.0863
E001847,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,4.77,5.0,0,91.2,3,Universidad,0,Desertor,1,0.0103
E001848,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,3.59,3.71,0,88.6,2,Secundaria_Completa,0,Activo,0,0.007
E001849,2020,10,F,Panameña,Urbana,Primaria,5,Oficial,0,0,2.44,3.1,3,66.2,1,Secundaria_Incompleta,0,Desertor,1,0.1633
E001850,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,4.32,4.4,0,94.6,2,Secundaria_Completa,0,Activo,0,0.0031
E001851,2020,8,M,Panameña,Urbana,Primaria,3,Oficial,0,0,3.6,3.06,0,59.2,1,Secundaria_Incompleta,1,Activo,0,0.2317
E001852,2020,7,M,Panameña,Urbana,Primaria,2,Oficial,0,0,2.31,1.79,1,83.7,2,Secundaria_Incompleta,0,Activo,0,0.0169
E001853,2020,9,F,Panameña,Urbana,Primaria,1,Oficial,0,3,4.36,4.02,0,87.4,2,Secundaria_Completa,0,Activo,0,0.0138
E001854,2020,19,M,Panameña,Rural,Media,11,Particular,1,3,2.23,2.39,0,69.5,1,Primaria_Incompleta,0,Desertor,1,0.502
E001855,2020,16,M,Panameña,Rural,Media,11,Particular,1,0,2.75,1.6,0,71.2,1,Secundaria_Incompleta,1,Activo,0,0.2121
E001856,2020,13,F,Panameña,Rural,Premedia,8,Oficial,0,0,2.97,2.82,1,70.0,1,Secundaria_Incompleta,0,Desertor,1,0.1609
E001857,2020,13,F,Panameña,Urbana,Premedia,8,Oficial,0,0,3.34,3.29,0,72.6,1,Primaria_Incompleta,0,Desertor,1,0.1581
E001858,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,2.78,3.15,0,94.3,2,Universidad,0,Activo,0,0.0083
E001859,2020,17,F,Panameña,Rural,Media,12,Oficial,0,0,4.06,4.9,0,64.8,1,Primaria_Completa,1,Desertor,1,0.2816
E001860,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,3.26,3.13,0,75.7,3,Universidad,1,Activo,0,0.0318
E001861,2020,11,F,Panameña,Rural,Primaria,6,Oficial,0,0,3.17,2.87,0,76.8,1,Secundaria_Incompleta,0,Desertor,1,0.0344
E001862,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,3.76,4.61,0,89.1,2,Secundaria_Incompleta,0,Activo,0,0.0132
E001863,2020,14,M,Panameña,Rural,Premedia,9,Oficial,0,0,3.94,3.58,0,74.2,1,Secundaria_Completa,0,Activo,0,0.0818
E001864,2020,16,M,Panameña,Urbana,Media,11,Particular,0,0,3.81,4.25,1,91.4,2,Universidad,0,Activo,0,0.0147
E001865,2020,15,M,Panameña,Rural,Premedia,7,Oficial,1,3,2.04,1.69,2,41.9,1,Secundaria_Incompleta,1,Desertor,1,0.947
E001866,2020,17,F,Panameña,Urbana,Media,12,Oficial,0,0,2.47,2.39,2,61.9,1,Secundaria_Incompleta,0,Desertor,1,0.4471
E001867,2020,15,M,Panameña,Urbana,Media,10,Oficial,0,0,3.72,3.61,0,52.1,1,Secundaria_Completa,1,Desertor,1,0.6565
E001868,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.67,4.23,0,82.1,2,Secundaria_Completa,0,Activo,0,0.0407
E001869,2020,8,F,Panameña,Urbana,Primaria,3,Oficial,0,0,4.97,4.83,0,81.1,1,Secundaria_Incompleta,0,Activo,0,0.0158
E001870,2020,10,M,Panameña,Urbana,Primaria,5,Oficial,0,0,3.7,3.65,0,69.2,1,Secundaria_Incompleta,0,Activo,0,0.0757
E001871,2020,17,M,Panameña,Urbana,Media,12,Oficial,1,0,1.77,2.16,1,61.2,1,Secundaria_Incompleta,1,Desertor,1,0.5373
E001872,2020,16,F,Panameña,Urbana,Premedia,8,Oficial,0,3,3.42,3.03,0,70.5,1,Primaria_Completa,0,Desertor,1,0.2268
E001873,2020,9,M,Panameña,Urbana,Primaria,4,Oficial,0,0,5.0,4.69,0,91.4,3,Secundaria_Completa,0,Activo,0,0.0035
E001874,2020,9,M,Panameña,Urbana,Primaria,1,Particular,0,3,2.54,2.89,2,75.6,1,Secundaria_Incompleta,0,Activo,0,0.0976
E001875,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,2,0,2.43,1.79,0,77.2,1,Primaria_Completa,0,Desertor,1,0.5814
E001876,2020,19,F,Panameña,Rural,Media,12,Oficial,0,2,2.96,3.1,0,80.9,1,Primaria_Completa,0,Desertor,1,0.0889
E001877,2020,12,F,Panameña,Urbana,Premedia,7,Oficial,0,0,3.92,4.1,0,58.1,1,Primaria_Completa,1,Desertor,1,0.401
E001878,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,2.92,3.84,0,81.7,1,Secundaria_Completa,0,Activo,0,0.0408
E001879,2020,16,M,Panameña,Urbana,Media,11,Oficial,0,0,4.3,3.96,0,97.1,3,Secundaria_Completa,0,Activo,0,0.0055
E001880,2020,19,M,Panameña,Urbana,Media,11,Oficial,0,3,2.16,2.46,1,63.8,1,Primaria_Completa,0,Desertor,1,0.5417
E001881,2020,11,F,Panameña,Urbana,Primaria,5,Oficial,0,1,3.07,3.1,3,80.9,1,Primaria_Completa,0,Desertor,1,0.036
E001882,2020,15,M,Panameña,Urbana,Media,10,Oficial,1,0,2.45,1.74,1,51.0,1,Primaria_Completa,1,Desertor,1,0.7784
E001883,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,2.72,2.98,0,71.5,1,Primaria_Completa,0,Desertor,1,0.1668
E001884,2020,16,M,Panameña,Rural,Media,11,Oficial,0,0,3.34,3.21,0,87.8,1,Secundaria_Incompleta,0,Activo,0,0.0252
E001885,2020,15,F,Panameña,Urbana,Media,10,Oficial,0,0,3.24,3.54,0,69.4,1,Secundaria_Completa,0,Desertor,1,0.1933
E001886,2020,13,M,Panameña,Urbana,Premedia,8,Oficial,0,0,4.63,5.0,0,83.9,3,Universidad,0,Activo,0,0.0184
E001887,2020,17,M,Panameña,Urbana,Premedia,9,Oficial,0,3,4.45,4.93,0,85.5,2,Secundaria_Completa,0,Activo,0,0.0345
E001888,2020,8,F,Panameña,Urbana,Primaria,3,Particular,0,0,3.4,3.63,0,81.7,2,Universidad,0,Activo,0,0.0163
E001889,2020,14,F,Panameña,Rural,Premedia,9,Oficial,0,0,4.87,4.32,0,91.6,3,Universidad,0,Activo,0,0.0072
E001890,2020,17,F,Panameña,Urbana,Media,12,Particular,0,0,2.88,2.63,0,88.9,1,Secundaria_Incompleta,0,Desertor,1,0.0238
E001891,2020,12,F,Panameña,Rural,Premedia,7,Oficial,0,0,3.67,4.16,2,79.2,2,Secundaria_Incompleta,0,Activo,0,0.0514
E001892,2020,11,F,Panameña,Rural,Primaria,6,Particular,0,0,3.34,3.29,0,80.8,2,Secundaria_Completa,0,Desertor,1,0.0183
E001893,2020,13,M,Panameña,Urbana,Primaria,6,Oficial,0,2,4.41,4.57,0,80.3,1,Universidad,0,Activo,0,0.0292
E001894,2020,17,M,Panameña,Urbana,Media,10,Oficial,0,2,3.08,2.97,0,73.3,1,Primaria_Completa,0,Desertor,1,0.1912
E001895,2020,11,F,Panameña,Urbana,Primaria,6,Oficial,1,0,2.35,2.18,0,65.0,1,Primaria_Completa,0,Activo,0,0.1677
E001896,2020,11,M,Panameña,Urbana,Primaria,6,Oficial,0,0,3.18,3.87,2,69.1,1,Secundaria_Incompleta,1,Desertor,1,0.1066
E001897,2020,17,M,Panameña,Urbana,Media,10,Oficial,0,2,1.24,1.0,0,78.4,1,Primaria_Incompleta,0,Activo,0,0.2127
E001898,2020,14,F,Panameña,Urbana,Premedia,8,Oficial,1,1,1.54,2.03,2,56.5,1,Primaria_Incompleta,1,Desertor,1,0.7719
E001899,2020,14,M,Panameña,Urbana,Premedia,7,Oficial,0,2,2.22,2.11,1,55.6,1,Secundaria_Incompleta,1,Desertor,1,0.6695
